participant,trial_number,stimulus,trial_type,target_trial,correct_response
18,1,stimuli/filler8.jpg,filler,FALSE,None
18,2,stimuli/filler17.jpg,filler,FALSE,None
18,3,stimuli/filler26.jpg,filler,FALSE,None
18,4,stimuli/filler50.jpg,filler,FALSE,None
18,5,stimuli/filler23.jpg,filler,FALSE,None
18,6,stimuli/filler18.jpg,filler,FALSE,None
18,7,stimuli/filler4.jpg,filler,FALSE,None
18,8,stimuli/filler6.jpg,filler,FALSE,None
18,9,stimuli/filler24.jpg,filler,FALSE,None
18,10,stimuli/blank.jpg,blank,FALSE,None
18,11,stimuli/cs1_pos9.jpg,CSUS,FALSE,None
18,12,stimuli/blank.jpg,blank,FALSE,None
18,13,stimuli/filler13.jpg,filler,FALSE,None
18,14,stimuli/filler33.jpg,filler,FALSE,None
18,15,stimuli/target2_7.jpg,target,TRUE,space
18,16,stimuli/filler5.jpg,filler,FALSE,None
18,17,stimuli/filler42.jpg,filler,FALSE,None
18,18,stimuli/filler19.jpg,filler,FALSE,None
18,19,stimuli/target2_8.jpg,target,TRUE,space
18,20,stimuli/blank.jpg,blank,FALSE,None
18,21,stimuli/cs2_neg7.jpg,CSUS,FALSE,None
18,22,stimuli/blank.jpg,blank,FALSE,None
18,23,stimuli/filler9.jpg,filler,FALSE,None
18,24,stimuli/filler49.jpg,filler,FALSE,None
18,25,stimuli/filler2.jpg,filler,FALSE,None
18,26,stimuli/filler45.jpg,filler,FALSE,None
18,27,stimuli/filler21.jpg,filler,FALSE,None
18,28,stimuli/filler30.jpg,filler,FALSE,None
18,29,stimuli/filler22.jpg,filler,FALSE,None
18,30,stimuli/blank.jpg,blank,FALSE,None
18,31,stimuli/cs1_pos17.jpg,CSUS,FALSE,None
18,32,stimuli/blank.jpg,blank,FALSE,None
18,33,stimuli/filler40.jpg,filler,FALSE,None
18,34,stimuli/filler39.jpg,filler,FALSE,None
18,35,stimuli/filler3.jpg,filler,FALSE,None
18,36,stimuli/filler7.jpg,filler,FALSE,None
18,37,stimuli/filler16.jpg,filler,FALSE,None
18,38,stimuli/filler15.jpg,filler,FALSE,None
18,39,stimuli/filler10.jpg,filler,FALSE,None
18,40,stimuli/blank.jpg,blank,FALSE,None
18,41,stimuli/cs2_neg10.jpg,CSUS,FALSE,None
18,42,stimuli/blank.jpg,blank,FALSE,None
18,43,stimuli/filler29.jpg,filler,FALSE,None
18,44,stimuli/target2_9.jpg,target,TRUE,space
18,45,stimuli/filler28.jpg,filler,FALSE,None
18,46,stimuli/target2_6.jpg,target,TRUE,space
18,47,stimuli/filler14.jpg,filler,FALSE,None
18,48,stimuli/filler38.jpg,filler,FALSE,None
18,49,stimuli/filler25.jpg,filler,FALSE,None
18,50,stimuli/blank.jpg,blank,FALSE,None
18,51,stimuli/cs1_pos4.jpg,CSUS,FALSE,None
18,52,stimuli/blank.jpg,blank,FALSE,None
18,53,stimuli/filler43.jpg,filler,FALSE,None
18,54,stimuli/target2_5.jpg,target,TRUE,space
18,55,stimuli/target2_2.jpg,target,TRUE,space
18,56,stimuli/filler20.jpg,filler,FALSE,None
18,57,stimuli/target2_10.jpg,target,TRUE,space
18,58,stimuli/filler47.jpg,filler,FALSE,None
18,59,stimuli/target2_4.jpg,target,TRUE,space
18,60,stimuli/blank.jpg,blank,FALSE,None
18,61,stimuli/cs2_neg15.jpg,CSUS,FALSE,None
18,62,stimuli/blank.jpg,blank,FALSE,None
18,63,stimuli/filler36.jpg,filler,FALSE,None
18,64,stimuli/target2_1.jpg,target,TRUE,space
18,65,stimuli/filler11.jpg,filler,FALSE,None
18,66,stimuli/filler31.jpg,filler,FALSE,None
18,67,stimuli/filler41.jpg,filler,FALSE,None
18,68,stimuli/filler12.jpg,filler,FALSE,None
18,69,stimuli/target2_3.jpg,target,TRUE,space
18,70,stimuli/blank.jpg,blank,FALSE,None
18,71,stimuli/cs1_pos4.jpg,CSUS,FALSE,None
18,72,stimuli/blank.jpg,blank,FALSE,None
18,73,stimuli/filler44.jpg,filler,FALSE,None
18,74,stimuli/filler32.jpg,filler,FALSE,None
18,75,stimuli/filler46.jpg,filler,FALSE,None
18,76,stimuli/filler35.jpg,filler,FALSE,None
18,77,stimuli/filler34.jpg,filler,FALSE,None
18,78,stimuli/filler37.jpg,filler,FALSE,None
18,79,stimuli/filler52.jpg,filler,FALSE,None
18,80,stimuli/blank.jpg,blank,FALSE,None
18,81,stimuli/cs2_neg17.jpg,CSUS,FALSE,None
18,82,stimuli/blank.jpg,blank,FALSE,None
18,83,stimuli/filler48.jpg,filler,FALSE,None
18,84,stimuli/filler51.jpg,filler,FALSE,None
18,85,stimuli/filler1.jpg,filler,FALSE,None
18,86,stimuli/filler27.jpg,filler,FALSE,None
