1,1,0,0
1,2,3,1
1,3,3,1
1,4,-1,3
1,5,2,2
1,6,1,1
1,7,-1,0
1,8,-1,1
1,9,2,0
1,10,2,0
1,11,3,1
1,12,1,1
1,13,-2,0
1,14,2,2
1,15,3,0
1,16,2,1
1,17,-2,0
1,18,2,0
1,19,0,0
1,20,2,5
2,1,4,6
2,2,3,5
2,3,4,5
2,4,-3,4
2,5,2,6
2,6,0,3
2,7,-2,3
2,8,-2,3
2,9,3,7
2,10,4,8
2,11,3,4
2,12,2,5
2,13,-4,2
2,14,3,6
2,15,-1,3
2,16,-4,0
2,17,4,5
2,18,-4,0
2,19,0,3
2,20,4,8
3,1,0,2
3,2,1,4
3,3,2,0
3,4,0,2
3,5,3,6
3,6,0,0
3,7,-2,0
3,8,0,5
3,9,0,0
3,10,0,0
3,11,1,3
3,12,0,2
3,13,1,1
3,14,2,1
3,15,0,0
3,16,0,0
3,17,1,0
3,18,0,0
3,19,0,3
3,20,0,5
4,1,0,2
4,2,2,4
4,3,2,4
4,4,2,2
4,5,1,3
4,6,-1,0
4,7,3,6
4,8,0,3
4,9,2,5
4,10,0,3
4,11,0,1
4,12,-1,1
4,13,0,3
4,14,0,4
4,15,2,5
4,16,0,2
4,17,1,3
4,18,3,6
4,19,-1,0
4,20,4,8
5,1,1,2
5,2,1,2
5,3,1,2
5,4,-2,6
5,5,-2,5
5,6,-2,3
5,7,-1,1
5,8,-1,2
5,9,-2,2
5,10,2,5
5,11,-2,2
5,12,-3,1
5,13,0,3
5,14,-1,2
5,15,2,5
5,16,-1,2
5,17,0,3
5,18,2,4
5,19,-3,3
5,20,2,4
6,1,-1,6
6,2,0,6
6,3,4,6
6,4,2,6
6,5,0,5
6,6,1,6
6,7,0,6
6,8,-2,6
6,9,3,6
6,10,0,6
6,11,2,6
6,12,2,6
6,13,-3,6
6,14,-1,6
6,15,0,6
6,16,4,6
6,17,3,6
6,18,3,6
6,19,4,6
6,20,1,4
7,1,-2,0
7,2,1,2
7,3,2,0
7,4,-1,4
7,5,2,3
7,6,-1,6
7,7,-3,0
7,8,-1,6
7,9,0,5
7,10,3,4
7,11,0,6
7,12,4,0
7,13,-3,5
7,14,0,0
7,15,-2,0
7,16,0,0
7,17,4,0
7,18,-4,7
7,19,-3,0
7,20,3,6
8,1,0,0
8,2,4,0
8,3,4,0
8,4,4,0
8,5,4,0
8,6,0,0
8,7,0,0
8,8,0,0
8,9,0,0
8,10,4,0
8,11,4,0
8,12,4,0
8,13,4,0
8,14,0,0
8,15,0,0
8,16,-4,0
8,17,0,0
8,18,4,0
8,19,0,0
8,20,4,0
9,1,3,8
9,2,3,8
9,3,4,8
9,4,4,8
9,5,0,8
9,6,3,8
9,7,2,6
9,8,2,8
9,9,4,8
9,10,3,8
9,11,4,8
9,12,2,8
9,13,4,8
9,14,3,8
9,15,4,8
9,16,-1,8
9,17,4,8
9,18,2,8
9,19,2,8
9,20,4,8
10,1,0,4
10,2,2,5
10,3,-3,3
10,4,-2,3
10,5,4,6
10,6,0,4
10,7,-2,4
10,8,2,4
10,9,3,3
10,10,2,6
10,11,0,4
10,12,-2,3
10,13,-4,0
10,14,0,4
10,15,3,7
10,16,-3,2
10,17,3,5
10,18,3,7
10,19,-2,6
10,20,3,8
11,1,3,0
11,2,4,0
11,3,-3,0
11,4,-2,0
11,5,2,0
11,6,0,0
11,7,-4,0
