"date","time","group","subject","build","Amaura_Liking_response","Amaura_Liking_latency","Amaura_familiar_response","Amaura_familiar_latency","Axew_Liking_response","Axew_Liking_latency","Axew_familiar_response","Axew_familiar_latency","Beheeyem_Liking_response","Beheeyem_Liking_latency","Beheeyem_familiar_response","Beheeyem_familiar_latency","Bergmite_Liking_response","Bergmite_Liking_latency","Bergmite_familiar_response","Bergmite_familiar_latency","Carbink_Liking_response","Carbink_Liking_latency","Carbink_familiar_response","Carbink_familiar_latency","Chespin_Liking_response","Chespin_Liking_latency","Chespin_familiar_response","Chespin_familiar_latency","Cosmog_Liking_response","Cosmog_Liking_latency","Cosmog_familiar_response","Cosmog_familiar_latency","Cottonee_Liking_response","Cottonee_Liking_latency","Cottonee_familiar_response","Cottonee_familiar_latency","Cranidos_Liking_response","Cranidos_Liking_latency","Cranidos_familiar_response","Cranidos_familiar_latency","Deino_Liking_response","Deino_Liking_latency","Deino_familiar_response","Deino_familiar_latency","Drampa_Liking_response","Drampa_Liking_latency","Drampa_familiar_response","Drampa_familiar_latency","Drilbur_Liking_response","Drilbur_Liking_latency","Drilbur_familiar_response","Drilbur_familiar_latency","Duosion_Liking_response","Duosion_Liking_latency","Duosion_familiar_response","Duosion_familiar_latency","Eelektrik_Liking_response","Eelektrik_Liking_latency","Eelektrik_familiar_response","Eelektrik_familiar_latency","Espurr_Liking_response","Espurr_Liking_latency","Espurr_familiar_response","Espurr_familiar_latency","Fomantis_Liking_response","Fomantis_Liking_latency","Fomantis_familiar_response","Fomantis_familiar_latency","Foongus_Liking_response","Foongus_Liking_latency","Foongus_familiar_response","Foongus_familiar_latency","Frillish_Liking_response","Frillish_Liking_latency","Frillish_familiar_response","Frillish_familiar_latency","Froakie_Liking_response","Froakie_Liking_latency","Froakie_familiar_response","Froakie_familiar_latency","Gastrodon_Liking_response","Gastrodon_Liking_latency","Gastrodon_familiar_response","Gastrodon_familiar_latency","Golett_Liking_response","Golett_Liking_latency","Golett_familiar_response","Golett_familiar_latency","Goodra_Liking_response","Goodra_Liking_latency","Goodra_familiar_response","Goodra_familiar_latency","Goomy_Liking_response","Goomy_Liking_latency","Goomy_familiar_response","Goomy_familiar_latency","Gourgeist_Liking_response","Gourgeist_Liking_latency","Gourgeist_familiar_response","Gourgeist_familiar_latency","Grubbin_Liking_response","Grubbin_Liking_latency","Grubbin_familiar_response","Grubbin_familiar_latency","Inkay_Liking_response","Inkay_Liking_latency","Inkay_familiar_response","Inkay_familiar_latency","Jangmo_Liking_response","Jangmo_Liking_latency","Jangmo_familiar_response","Jangmo_familiar_latency","Kricketot_Liking_response","Kricketot_Liking_latency","Kricketot_familiar_response","Kricketot_familiar_latency","Larvesta_Liking_response","Larvesta_Liking_latency","Larvesta_familiar_response","Larvesta_familiar_latency","Lillipup_Liking_response","Lillipup_Liking_latency","Lillipup_familiar_response","Lillipup_familiar_latency","Magearna_Liking_response","Magearna_Liking_latency","Magearna_familiar_response","Magearna_familiar_latency","Manaphy_Liking_response","Manaphy_Liking_latency","Manaphy_familiar_response","Manaphy_familiar_latency","Meowstic_Liking_response","Meowstic_Liking_latency","Meowstic_familiar_response","Meowstic_familiar_latency","Mienshao_Liking_response","Mienshao_Liking_latency","Mienshao_familiar_response","Mienshao_familiar_latency","Minccino_Liking_response","Minccino_Liking_latency","Minccino_familiar_response","Minccino_familiar_latency","Oshawott_Liking_response","Oshawott_Liking_latency","Oshawott_familiar_response","Oshawott_familiar_latency","Palpitoad_Liking_response","Palpitoad_Liking_latency","Palpitoad_familiar_response","Palpitoad_familiar_latency","Petilil_Liking_response","Petilil_Liking_latency","Petilil_familiar_response","Petilil_familiar_latency","Phantump_Liking_response","Phantump_Liking_latency","Phantump_familiar_response","Phantump_familiar_latency","Poipole_Liking_response","Poipole_Liking_latency","Poipole_familiar_response","Poipole_familiar_latency","Ribombee_Liking_response","Ribombee_Liking_latency","Ribombee_familiar_response","Ribombee_familiar_latency","Rowlet_Liking_response","Rowlet_Liking_latency","Rowlet_familiar_response","Rowlet_familiar_latency","Scatterbug_Liking_response","Scatterbug_Liking_latency","Scatterbug_familiar_response","Scatterbug_familiar_latency","Scraggy_Liking_response","Scraggy_Liking_latency","Scraggy_familiar_response","Scraggy_familiar_latency","Shellos_Liking_response","Shellos_Liking_latency","Shellos_familiar_response","Shellos_familiar_latency","Shelmet_Liking_response","Shelmet_Liking_latency","Shelmet_familiar_response","Shelmet_familiar_latency","Sliggoojpg_Liking_response","Sliggoojpg_Liking_latency","Sliggoojpg_familiar_response","Sliggoojpg_familiar_latency","Snivy_Liking_response","Snivy_Liking_latency","Snivy_familiar_response","Snivy_familiar_latency","Spritzee_Liking_response","Spritzee_Liking_latency","Spritzee_familiar_response","Spritzee_familiar_latency","Stunfisk_Liking_response","Stunfisk_Liking_latency","Stunfisk_familiar_response","Stunfisk_familiar_latency","Swadloon_Liking_response","Swadloon_Liking_latency","Swadloon_familiar_response","Swadloon_familiar_latency","Togedemaru_Liking_response","Togedemaru_Liking_latency","Togedemaru_familiar_response","Togedemaru_familiar_latency","Tympole_Liking_response","Tympole_Liking_latency","Tympole_familiar_response","Tympole_familiar_latency","Uxie_Liking_response","Uxie_Liking_latency","Uxie_familiar_response","Uxie_familiar_latency","Venipede_Liking_response","Venipede_Liking_latency","Venipede_familiar_response","Venipede_familiar_latency","Victini_Liking_response","Victini_Liking_latency","Victini_familiar_response","Victini_familiar_latency","Virizion_Liking_response","Virizion_Liking_latency","Virizion_familiar_response","Virizion_familiar_latency","Wimpod_Liking_response","Wimpod_Liking_latency","Wimpod_familiar_response","Wimpod_familiar_latency","Yamask_Liking_response","Yamask_Liking_latency","Yamask_familiar_response","Yamask_familiar_latency","Zorua_Liking_response","Zorua_Liking_latency","Zorua_familiar_response","Zorua_familiar_latency",""
"120718","13:02:05","73","73","4.0.10.0","-4     ","3818","0     ","3818","-2     ","2899","0     ","2899","-4     ","14988","0     ","14988","0     ","3398","0     ","3398","-2     ","3172","0     ","3172","-1     ","11466","2     ","11466","3     ","4479","0     ","4479","-2     ","4480","0     ","4480","-3     ","3352","0     ","3352","-3     ","4451","0     ","4451","0     ","3480","0     ","3480","-2     ","3559","0     ","3559","1     ","3415","0     ","3415","-1     ","3328","0     ","3328","0     ","4157","0     ","4157","-2     ","3662","0     ","3662","1     ","5628","0     ","5628","2     ","4450","0     ","4450","-2     ","7204","4     ","7204","-3     ","3455","0     ","3455","-4     ","4047","0     ","4047","-1     ","5092","0     ","5092","-1     ","10656","0     ","10656","-4     ","3379","0     ","3379","-1     ","4949","0     ","4949","0     ","5411","0     ","5411","-3     ","14416","0     ","14416","1     ","4799","0     ","4799","-3     ","3708","0     ","3708","-2     ","4252","0     ","4252","2     ","6520","0     ","6520","-2     ","4626","0     ","4626","-3     ","2688","0     ","2688","-1     ","3589","0     ","3589","0     ","2936","0     ","2936","-3     ","4726","2     ","4726","-4     ","4374","0     ","4374","0     ","4238","4     ","4238","0     ","3809","1     ","3809","0     ","4371","0     ","4371","1     ","3119","0     ","3119","0     ","5193","2     ","5193","1     ","4279","0     ","4279","-4     ","3168","0     ","3168","-2     ","5358","0     ","5358","1     ","3941","0     ","3941","-2     ","8579","0     ","8579","-1     ","4402","4     ","4402","-3     ","2680","0     ","2680","1     ","6030","0     ","6030","0     ","4323","0     ","4323","-1     ","11407","0     ","11407","4     ","4491","0     ","4491","-1     ","3898","0     ","3898","-3     ","3903","0     ","3903","-1     ","4872","5     ","4872","-3     ","14825","0     ","14825","-2     ","5871","0     ","5871","3     ","4466","0     ","4466","0     ","4101","0     ","4101",""
"120718","13:01:55","56","56","4.0.10.0","3     ","5803","0     ","5803","0     ","3862","0     ","3862","-1     ","12774","0     ","12774","1     ","3806","0     ","3806","0     ","3503","0     ","3503","4     ","5966","0     ","5966","-2     ","4235","0     ","4235","4     ","7611","0     ","7611","1     ","5144","0     ","5144","2     ","4820","0     ","4820","2     ","4914","0     ","4914","4     ","4781","0     ","4781","3     ","3017","0     ","3017","-1     ","3978","0     ","3978","1     ","4079","0     ","4079","1     ","5584","0     ","5584","0     ","7273","0     ","7273","-3     ","4885","0     ","4885","0     ","6237","0     ","6237","1     ","8408","0     ","8408","1     ","5521","0     ","5521","2     ","4314","0     ","4314","1     ","3948","0     ","3948","-3     ","4104","0     ","4104","0     ","4309","0     ","4309","2     ","3440","0     ","3440","0     ","5187","0     ","5187","3     ","9436","0     ","9436","1     ","6019","0     ","6019","1     ","6184","0     ","6184","-2     ","4495","0     ","4495","3     ","4334","0     ","4334","1     ","8105","0     ","8105","-1     ","5595","0     ","5595","2     ","4867","0     ","4867","-1     ","5933","0     ","5933","1     ","3471","0     ","3471","0     ","6390","0     ","6390","0     ","5809","0     ","5809","-1     ","3385","0     ","3385","3     ","3014","0     ","3014","2     ","4174","0     ","4174","0     ","5410","0     ","5410","-1     ","3968","0     ","3968","2     ","4514","0     ","4514","0     ","5589","0     ","5589","2     ","5937","0     ","5937","1     ","4915","0     ","4915","2     ","6735","0     ","6735","0     ","6823","0     ","6823","0     ","6339","0     ","6339","2     ","3266","0     ","3266","3     ","6270","0     ","6270","-1     ","4673","0     ","4673","-2     ","3920","0     ","3920","2     ","4451","0     ","4451","1     ","7188","0     ","7188","-1     ","5099","0     ","5099","-2     ","4388","0     ","4388","-1     ","13262","0     ","13262",""
"120718","08:03:29","82","82","4.0.10.0","4     ","3687","1     ","3687","3     ","12482","1     ","12482","3     ","3525","1     ","3525","4     ","2852","1     ","2852","4     ","3494","1     ","3494","4     ","3579","1     ","3579","4     ","4555","1     ","4555","4     ","3164","1     ","3164","4     ","8010","1     ","8010","3     ","10126","1     ","10126","4     ","3434","1     ","3434","3     ","4388","1     ","4388","4     ","4257","2     ","4257","3     ","3558","1     ","3558","4     ","4006","1     ","4006","4     ","6030","1     ","6030","4     ","3478","1     ","3478","4     ","4051","1     ","4051","3     ","6011","1     ","6011","4     ","3206","1     ","3206","4     ","4191","1     ","4191","4     ","3442","1     ","3442","4     ","2713","1     ","2713","4     ","3107","1     ","3107","3     ","5091","1     ","5091","4     ","4947","1     ","4947","4     ","3025","1     ","3025","4     ","3392","8     ","3392","1     ","4068","2     ","4068","4     ","8064","1     ","8064","4     ","3346","1     ","3346","4     ","2572","1     ","2572","4     ","3285","1     ","3285","4     ","3773","1     ","3773","4     ","2903","1     ","2903","4     ","3895","1     ","3895","4     ","2948","1     ","2948","4     ","4117","1     ","4117","4     ","3545","1     ","3545","4     ","8450","1     ","8450","4     ","3606","1     ","3606","4     ","2845","1     ","2845","3     ","3860","1     ","3860","4     ","3079","1     ","3079","4     ","3992","1     ","3992","3     ","2774","1     ","2774","4     ","3292","1     ","3292","4     ","3789","1     ","3789","4     ","7161","2     ","7161","4     ","3416","1     ","3416","4     ","2811","1     ","2811","4     ","3559","1     ","3559","3     ","6529","1     ","6529","4     ","3569","1     ","3569","4     ","3163","1     ","3163","4     ","3922","1     ","3922","4     ","3211","1     ","3211","4     ","3862","1     ","3862","4     ","3337","1     ","3337","4     ","2906","1     ","2906",""
"120718","13:04:28","84","84","4.0.10.0","0     ","5563","0     ","5563","0     ","3791","0     ","3791","-2     ","4592","0     ","4592","-2     ","2935","0     ","2935","2     ","7837","0     ","7837","0     ","4032","0     ","4032","-2     ","3408","0     ","3408","2     ","5808","0     ","5808","-1     ","3962","0     ","3962","-1     ","3206","0     ","3206","-1     ","4351","0     ","4351","2     ","3452","0     ","3452","3     ","4584","0     ","4584","-4     ","3158","0     ","3158","3     ","4670","0     ","4670","0     ","2795","0     ","2795","3     ","3199","0     ","3199","1     ","3720","0     ","3720","1     ","3209","0     ","3209","0     ","3106","0     ","3106","1     ","3255","0     ","3255","2     ","3122","0     ","3122","2     ","3331","0     ","3331","0     ","5598","0     ","5598","-2     ","5198","0     ","5198","1     ","3204","0     ","3204","0     ","2936","0     ","2936","0     ","2937","0     ","2937","-1     ","3287","0     ","3287","3     ","2895","0     ","2895","0     ","3736","0     ","3736","1     ","3477","0     ","3477","1     ","3040","0     ","3040","-1     ","3544","0     ","3544","3     ","2818","0     ","2818","1     ","3730","0     ","3730","-3     ","3031","0     ","3031","1     ","4565","0     ","4565","1     ","6782","0     ","6782","-1     ","3057","0     ","3057","2     ","14777","0     ","14777","3     ","3189","0     ","3189","-1     ","3218","0     ","3218","1     ","2738","0     ","2738","-2     ","3772","0     ","3772","-1     ","2825","0     ","2825","1     ","2821","0     ","2821","2     ","4253","0     ","4253","0     ","5307","0     ","5307","-1     ","2749","0     ","2749","1     ","5965","0     ","5965","4     ","8305","0     ","8305","1     ","5957","0     ","5957","0     ","3530","0     ","3530","-3     ","3120","0     ","3120","2     ","2931","0     ","2931","2     ","5804","0     ","5804","-4     ","3532","0     ","3532","-3     ","4193","0     ","4193","-3     ","3464","0     ","3464",""
"120718","13:02:38","75","75","4.0.10.0","3     ","4927","0     ","4927","-3     ","6333","7     ","6333","-4     ","4534","0     ","4534","0     ","5428","0     ","5428","4     ","6970","8     ","6970","4     ","4449","8     ","4449","4     ","4696","5     ","4696","4     ","3737","8     ","3737","-4     ","4771","0     ","4771","1     ","5986","0     ","5986","0     ","6349","2     ","6349","2     ","5696","0     ","5696","2     ","5758","5     ","5758","-4     ","5802","0     ","5802","4     ","6131","2     ","6131","0     ","6962","2     ","6962","-1     ","7546","0     ","7546","4     ","5152","0     ","5152","4     ","3757","8     ","3757","0     ","5659","1     ","5659","-4     ","5832","0     ","5832","-4     ","5181","0     ","5181","1     ","7003","3     ","7003","1     ","5723","2     ","5723","-4     ","4722","0     ","4722","1     ","10566","4     ","10566","-3     ","7060","0     ","7060","-2     ","6559","0     ","6559","-4     ","6437","0     ","6437","4     ","3645","8     ","3645","-4     ","4698","0     ","4698","3     ","4557","0     ","4557","3     ","8508","6     ","8508","-1     ","6412","2     ","6412","4     ","5650","1     ","5650","-1     ","5170","5     ","5170","-3     ","6558","0     ","6558","4     ","6914","0     ","6914","2     ","6059","0     ","6059","-3     ","13021","0     ","13021","1     ","7759","0     ","7759","4     ","4006","8     ","4006","-4     ","5199","0     ","5199","1     ","8629","8     ","8629","1     ","5690","0     ","5690","2     ","5489","0     ","5489","0     ","6478","1     ","6478","1     ","4824","1     ","4824","0     ","5105","0     ","5105","0     ","6799","2     ","6799","-3     ","5413","0     ","5413","4     ","12514","1     ","12514","-3     ","5708","0     ","5708","1     ","5478","0     ","5478","-4     ","4315","0     ","4315","1     ","4565","2     ","4565","0     ","5932","5     ","5932","-4     ","7512","0     ","7512","-4     ","4973","0     ","4973","-3     ","4950","0     ","4950",""
"120718","05:05:02","89","89","4.0.10.0","4     ","4814","6     ","4814","4     ","2397","8     ","2397","4     ","5138","7     ","5138","3     ","4153","8     ","4153","3     ","5149","7     ","5149","4     ","3067","8     ","3067","1     ","7189","5     ","7189","4     ","2277","8     ","2277","4     ","5961","8     ","5961","4     ","2868","8     ","2868","3     ","4399","5     ","4399","4     ","2600","8     ","2600","4     ","3642","8     ","3642","4     ","4017","8     ","4017","4     ","3158","8     ","3158","3     ","4279","0     ","4279","4     ","2256","8     ","2256","2     ","3774","8     ","3774","4     ","5039","8     ","5039","4     ","2498","8     ","2498","3     ","3145","8     ","3145","4     ","2892","8     ","2892","4     ","2946","8     ","2946","4     ","3866","8     ","3866","3     ","5282","1     ","5282","4     ","3599","8     ","3599","3     ","4956","0     ","4956","4     ","2903","8     ","2903","4     ","2363","8     ","2363","4     ","3027","8     ","3027","3     ","4269","1     ","4269","4     ","2337","8     ","2337","3     ","7215","8     ","7215","2     ","3931","8     ","3931","4     ","2677","8     ","2677","4     ","2669","8     ","2669","4     ","2808","8     ","2808","3     ","4026","8     ","4026","4     ","3133","8     ","3133","3     ","4655","0     ","4655","2     ","7698","0     ","7698","4     ","2473","8     ","2473","4     ","2655","8     ","2655","4     ","3518","8     ","3518","4     ","3090","8     ","3090","3     ","4271","8     ","4271","4     ","4572","8     ","4572","4     ","6365","8     ","6365","3     ","4598","7     ","4598","4     ","3357","8     ","3357","4     ","3195","8     ","3195","3     ","5030","3     ","5030","4     ","2819","8     ","2819","4     ","2336","8     ","2336","4     ","2640","8     ","2640","4     ","2793","8     ","2793","4     ","9959","6     ","9959","3     ","7640","1     ","7640","4     ","2699","8     ","2699","4     ","2408","8     ","2408",""
"120718","08:01:19","41","41","4.0.10.0","2     ","8476","0     ","8476","-3     ","7079","0     ","7079","-4     ","4418","0     ","4418","3     ","4849","0     ","4849","-3     ","7016","0     ","7016","1     ","7117","0     ","7117","0     ","6516","0     ","6516","-3     ","9606","0     ","9606","2     ","24416","7     ","24416","-4     ","6818","0     ","6818","-3     ","4525","0     ","4525","-4     ","4045","0     ","4045","0     ","5381","6     ","5381","-4     ","6730","0     ","6730","2     ","11395","0     ","11395","-4     ","5479","0     ","5479","0     ","7584","2     ","7584","0     ","4530","0     ","4530","-1     ","18944","7     ","18944","3     ","4451","7     ","4451","0     ","3611","0     ","3611","0     ","3584","0     ","3584","2     ","4575","0     ","4575","0     ","3821","0     ","3821","-4     ","4752","0     ","4752","-3     ","5212","0     ","5212","0     ","6872","0     ","6872","2     ","4252","1     ","4252","-3     ","7886","0     ","7886","-3     ","10750","0     ","10750","0     ","5704","0     ","5704","4     ","15216","8     ","15216","0     ","48936","0     ","48936","2     ","21063","0     ","21063","-3     ","4536","0     ","4536","4     ","4693","8     ","4693","-4     ","20008","0     ","20008","0     ","4292","0     ","4292","0     ","3703","0     ","3703","0     ","3764","0     ","3764","-4     ","7220","0     ","7220","3     ","6605","7     ","6605","-4     ","3917","0     ","3917","-4     ","6750","7     ","6750","3     ","4701","0     ","4701","-3     ","8375","0     ","8375","-1     ","15190","0     ","15190","4     ","4677","8     ","4677","-3     ","3773","0     ","3773","-4     ","5797","0     ","5797","3     ","8179","4     ","8179","0     ","11011","0     ","11011","-4     ","7115","0     ","7115","4     ","7421","8     ","7421","-3     ","7238","0     ","7238","4     ","7208","7     ","7208","0     ","3907","0     ","3907","-4     ","4837","0     ","4837","0     ","4900","0     ","4900","2     ","8866","6     ","8866",""
"120718","13:03:27","85","85","4.0.10.0","3     ","5739","0     ","5739","0     ","4674","0     ","4674","-1     ","5689","0     ","5689","0     ","5063","0     ","5063","3     ","7595","0     ","7595","2     ","4848","0     ","4848","3     ","6866","0     ","6866","2     ","5326","0     ","5326","3     ","20216","4     ","20216","0     ","4680","0     ","4680","1     ","6467","0     ","6467","3     ","3427","0     ","3427","0     ","5982","0     ","5982","-1     ","9179","0     ","9179","3     ","6772","0     ","6772","3     ","6600","0     ","6600","0     ","3668","0     ","3668","0     ","7281","0     ","7281","1     ","6776","0     ","6776","0     ","5585","0     ","5585","2     ","9101","4     ","9101","0     ","6063","0     ","6063","3     ","3598","0     ","3598","0     ","14276","0     ","14276","0     ","3568","0     ","3568","4     ","9437","0     ","9437","0     ","4101","0     ","4101","1     ","4865","0     ","4865","0     ","5914","0     ","5914","1     ","3427","0     ","3427","2     ","4196","0     ","4196","4     ","7460","0     ","7460","3     ","11227","0     ","11227","2     ","7936","0     ","7936","4     ","4317","0     ","4317","1     ","6272","1     ","6272","-1     ","14031","0     ","14031","3     ","17365","4     ","17365","0     ","7623","0     ","7623","-1     ","12995","0     ","12995","3     ","6685","0     ","6685","0     ","5671","0     ","5671","1     ","3615","0     ","3615","0     ","5136","0     ","5136","3     ","5188","0     ","5188","1     ","10286","1     ","10286","0     ","5757","0     ","5757","1     ","5544","0     ","5544","1     ","4094","0     ","4094","-1     ","6587","0     ","6587","2     ","6004","0     ","6004","2     ","5324","0     ","5324","0     ","3486","0     ","3486","0     ","3387","0     ","3387","-1     ","5419","0     ","5419","4     ","4921","0     ","4921","2     ","6400","0     ","6400","-2     ","5077","0     ","5077","0     ","2992","0     ","2992","1     ","7331","0     ","7331",""
"120718","08:00:55","55","55","4.0.10.0","0     ","5622","0     ","5622","2     ","4534","8     ","4534","1     ","3805","0     ","3805","-2     ","8148","2     ","8148","-4     ","3957","0     ","3957","2     ","3286","8     ","3286","-4     ","4030","0     ","4030","4     ","4420","8     ","4420","4     ","62822","8     ","62822","1     ","4355","3     ","4355","-2     ","3736","0     ","3736","4     ","3293","8     ","3293","-1     ","11909","1     ","11909","-2     ","3917","0     ","3917","1     ","10415","7     ","10415","-2     ","3682","0     ","3682","0     ","6462","3     ","6462","3     ","4995","6     ","4995","4     ","4000","8     ","4000","2     ","4211","5     ","4211","1     ","16747","1     ","16747","2     ","4260","7     ","4260","-2     ","3106","0     ","3106","-3     ","3697","0     ","3697","-2     ","3774","0     ","3774","2     ","3364","8     ","3364","-4     ","5980","3     ","5980","2     ","5112","8     ","5112","-3     ","5757","0     ","5757","4     ","3805","8     ","3805","2     ","7599","2     ","7599","4     ","2794","8     ","2794","2     ","7880","6     ","7880","-2     ","29621","1     ","29621","4     ","3005","8     ","3005","4     ","4040","8     ","4040","-3     ","7986","5     ","7986","1     ","6173","5     ","6173","-2     ","40231","0     ","40231","-2     ","17378","0     ","17378","-3     ","6121","0     ","6121","2     ","7486","8     ","7486","1     ","4854","3     ","4854","1     ","4907","6     ","4907","2     ","3381","8     ","3381","4     ","3747","8     ","3747","0     ","6033","2     ","6033","4     ","105905","7     ","105905","0     ","5485","4     ","5485","-2     ","4602","8     ","4602","2     ","5087","4     ","5087","2     ","6493","2     ","6493","0     ","4388","5     ","4388","4     ","3221","8     ","3221","4     ","3870","8     ","3870","4     ","3174","8     ","3174","1     ","11793","8     ","11793","-1     ","3830","0     ","3830","-2     ","5622","1     ","5622","2     ","3376","8     ","3376",""
"120718","13:03:08","78","78","4.0.10.0","1     ","4346","0     ","4346","1     ","7981","3     ","7981","0     ","25617","0     ","25617","0     ","11533","0     ","11533","1     ","75404","7     ","75404","3     ","5424","8     ","5424","4     ","3252","8     ","3252","1     ","3407","2     ","3407","1     ","4945","7     ","4945","0     ","6262","0     ","6262","3     ","4702","7     ","4702","1     ","4404","0     ","4404","1     ","4978","3     ","4978","2     ","3620","0     ","3620","3     ","3615","7     ","3615","2     ","2699","6     ","2699","1     ","5565","0     ","5565","1     ","5713","1     ","5713","3     ","3537","8     ","3537","1     ","3586","7     ","3586","2     ","4876","2     ","4876","3     ","3882","7     ","3882","2     ","4459","8     ","4459","1     ","3831","5     ","3831","4     ","4589","8     ","4589","2     ","3330","7     ","3330","0     ","5504","6     ","5504","3     ","4948","8     ","4948","1     ","16534","0     ","16534","1     ","6717","7     ","6717","3     ","6006","7     ","6006","3     ","5563","7     ","5563","1     ","5568","6     ","5568","0     ","4717","0     ","4717","1     ","3886","0     ","3886","3     ","3313","8     ","3313","1     ","5554","0     ","5554","1     ","4126","6     ","4126","1     ","5513","0     ","5513","1     ","5959","4     ","5959","0     ","4963","5     ","4963","4     ","3096","8     ","3096","0     ","3869","0     ","3869","0     ","5999","5     ","5999","2     ","2976","7     ","2976","1     ","5105","0     ","5105","1     ","37586","7     ","37586","3     ","3484","7     ","3484","1     ","5057","0     ","5057","4     ","4721","8     ","4721","0     ","4308","0     ","4308","2     ","4924","0     ","4924","0     ","3878","0     ","3878","3     ","6846","7     ","6846","0     ","4992","0     ","4992","1     ","5946","7     ","5946","0     ","4827","0     ","4827","2     ","6153","0     ","6153","1     ","9816","6     ","9816","1     ","2949","6     ","2949",""
"120718","13:04:57","88","88","4.0.10.0","2     ","5406","2     ","5406","2     ","5608","0     ","5608","-1     ","4614","0     ","4614","-1     ","5945","0     ","5945","3     ","4942","0     ","4942","2     ","4708","0     ","4708","-2     ","3346","0     ","3346","0     ","6469","0     ","6469","2     ","5174","8     ","5174","1     ","5636","0     ","5636","2     ","4673","0     ","4673","2     ","9851","0     ","9851","1     ","5974","1     ","5974","-1     ","4039","0     ","4039","-2     ","3883","0     ","3883","3     ","7685","0     ","7685","-2     ","4668","0     ","4668","1     ","3888","0     ","3888","-2     ","3926","0     ","3926","2     ","6868","6     ","6868","1     ","3125","0     ","3125","1     ","3524","0     ","3524","1     ","5639","0     ","5639","-1     ","7431","2     ","7431","1     ","7607","1     ","7607","0     ","4249","0     ","4249","2     ","4870","0     ","4870","1     ","10019","7     ","10019","-3     ","27154","0     ","27154","2     ","3478","0     ","3478","1     ","4209","0     ","4209","4     ","7316","8     ","7316","1     ","5940","0     ","5940","-2     ","4659","0     ","4659","1     ","3617","0     ","3617","2     ","9481","1     ","9481","-3     ","4082","0     ","4082","2     ","3632","1     ","3632","-2     ","3809","0     ","3809","-2     ","7504","0     ","7504","-1     ","5023","0     ","5023","-2     ","3156","0     ","3156","-2     ","3636","0     ","3636","-2     ","4540","0     ","4540","3     ","5510","8     ","5510","2     ","5741","0     ","5741","0     ","4384","0     ","4384","1     ","5805","0     ","5805","2     ","3242","0     ","3242","-1     ","4559","0     ","4559","1     ","5800","0     ","5800","2     ","13696","2     ","13696","1     ","5039","0     ","5039","3     ","6108","6     ","6108","-2     ","4597","0     ","4597","0     ","5865","0     ","5865","3     ","4677","0     ","4677","-1     ","3616","0     ","3616","-2     ","4094","0     ","4094","2     ","5002","1     ","5002",""
"120718","13:06:01","98","98","4.0.10.0","3     ","5630","0     ","5630","2     ","3915","0     ","3915","-2     ","2653","0     ","2653","2     ","8261","0     ","8261","2     ","4208","0     ","4208","1     ","4640","0     ","4640","1     ","5058","0     ","5058","3     ","6546","0     ","6546","1     ","3800","0     ","3800","1     ","7805","0     ","7805","3     ","4110","0     ","4110","4     ","4685","0     ","4685","2     ","12378","0     ","12378","0     ","4307","0     ","4307","4     ","5128","0     ","5128","2     ","3441","0     ","3441","4     ","5548","0     ","5548","0     ","4397","0     ","4397","3     ","3994","0     ","3994","-1     ","5434","0     ","5434","0     ","6792","0     ","6792","3     ","4913","0     ","4913","2     ","3661","0     ","3661","-2     ","4066","0     ","4066","-1     ","9988","0     ","9988","2     ","3971","0     ","3971","1     ","3617","0     ","3617","1     ","3124","0     ","3124","1     ","4383","0     ","4383","3     ","3579","0     ","3579","0     ","5015","0     ","5015","4     ","4990","0     ","4990","2     ","3938","0     ","3938","1     ","4852","0     ","4852","4     ","3180","0     ","3180","1     ","3193","0     ","3193","2     ","5222","0     ","5222","1     ","3465","0     ","3465","0     ","3278","0     ","3278","-2     ","5479","0     ","5479","3     ","4110","0     ","4110","4     ","5667","0     ","5667","-1     ","4085","0     ","4085","1     ","3615","0     ","3615","4     ","3976","0     ","3976","2     ","4764","0     ","4764","2     ","4385","0     ","4385","2     ","6210","0     ","6210","2     ","5056","0     ","5056","-1     ","13315","0     ","13315","-1     ","5664","0     ","5664","4     ","7935","0     ","7935","4     ","4425","0     ","4425","4     ","4399","0     ","4399","-2     ","4461","0     ","4461","4     ","7917","0     ","7917","2     ","4664","0     ","4664","1     ","6001","0     ","6001","2     ","3606","0     ","3606","1     ","3863","0     ","3863",""
