"date","time","group","subject","build","Amaura_Liking_response","Amaura_Liking_latency","Amaura_familiar_response","Amaura_familiar_latency","Axew_Liking_response","Axew_Liking_latency","Axew_familiar_response","Axew_familiar_latency","Beheeyem_Liking_response","Beheeyem_Liking_latency","Beheeyem_familiar_response","Beheeyem_familiar_latency","Bergmite_Liking_response","Bergmite_Liking_latency","Bergmite_familiar_response","Bergmite_familiar_latency","Carbink_Liking_response","Carbink_Liking_latency","Carbink_familiar_response","Carbink_familiar_latency","Chespin_Liking_response","Chespin_Liking_latency","Chespin_familiar_response","Chespin_familiar_latency","Cosmog_Liking_response","Cosmog_Liking_latency","Cosmog_familiar_response","Cosmog_familiar_latency","Cottonee_Liking_response","Cottonee_Liking_latency","Cottonee_familiar_response","Cottonee_familiar_latency","Cranidos_Liking_response","Cranidos_Liking_latency","Cranidos_familiar_response","Cranidos_familiar_latency","Deino_Liking_response","Deino_Liking_latency","Deino_familiar_response","Deino_familiar_latency","Drampa_Liking_response","Drampa_Liking_latency","Drampa_familiar_response","Drampa_familiar_latency","Drilbur_Liking_response","Drilbur_Liking_latency","Drilbur_familiar_response","Drilbur_familiar_latency","Duosion_Liking_response","Duosion_Liking_latency","Duosion_familiar_response","Duosion_familiar_latency","Eelektrik_Liking_response","Eelektrik_Liking_latency","Eelektrik_familiar_response","Eelektrik_familiar_latency","Espurr_Liking_response","Espurr_Liking_latency","Espurr_familiar_response","Espurr_familiar_latency","Fomantis_Liking_response","Fomantis_Liking_latency","Fomantis_familiar_response","Fomantis_familiar_latency","Foongus_Liking_response","Foongus_Liking_latency","Foongus_familiar_response","Foongus_familiar_latency","Frillish_Liking_response","Frillish_Liking_latency","Frillish_familiar_response","Frillish_familiar_latency","Froakie_Liking_response","Froakie_Liking_latency","Froakie_familiar_response","Froakie_familiar_latency","Gastrodon_Liking_response","Gastrodon_Liking_latency","Gastrodon_familiar_response","Gastrodon_familiar_latency","Golett_Liking_response","Golett_Liking_latency","Golett_familiar_response","Golett_familiar_latency","Goodra_Liking_response","Goodra_Liking_latency","Goodra_familiar_response","Goodra_familiar_latency","Goomy_Liking_response","Goomy_Liking_latency","Goomy_familiar_response","Goomy_familiar_latency","Gourgeist_Liking_response","Gourgeist_Liking_latency","Gourgeist_familiar_response","Gourgeist_familiar_latency","Grubbin_Liking_response","Grubbin_Liking_latency","Grubbin_familiar_response","Grubbin_familiar_latency","Inkay_Liking_response","Inkay_Liking_latency","Inkay_familiar_response","Inkay_familiar_latency","Jangmo_Liking_response","Jangmo_Liking_latency","Jangmo_familiar_response","Jangmo_familiar_latency","Kricketot_Liking_response","Kricketot_Liking_latency","Kricketot_familiar_response","Kricketot_familiar_latency","Larvesta_Liking_response","Larvesta_Liking_latency","Larvesta_familiar_response","Larvesta_familiar_latency","Lillipup_Liking_response","Lillipup_Liking_latency","Lillipup_familiar_response","Lillipup_familiar_latency","Magearna_Liking_response","Magearna_Liking_latency","Magearna_familiar_response","Magearna_familiar_latency","Manaphy_Liking_response","Manaphy_Liking_latency","Manaphy_familiar_response","Manaphy_familiar_latency","Meowstic_Liking_response","Meowstic_Liking_latency","Meowstic_familiar_response","Meowstic_familiar_latency","Mienshao_Liking_response","Mienshao_Liking_latency","Mienshao_familiar_response","Mienshao_familiar_latency","Minccino_Liking_response","Minccino_Liking_latency","Minccino_familiar_response","Minccino_familiar_latency","Oshawott_Liking_response","Oshawott_Liking_latency","Oshawott_familiar_response","Oshawott_familiar_latency","Palpitoad_Liking_response","Palpitoad_Liking_latency","Palpitoad_familiar_response","Palpitoad_familiar_latency","Petilil_Liking_response","Petilil_Liking_latency","Petilil_familiar_response","Petilil_familiar_latency","Phantump_Liking_response","Phantump_Liking_latency","Phantump_familiar_response","Phantump_familiar_latency","Poipole_Liking_response","Poipole_Liking_latency","Poipole_familiar_response","Poipole_familiar_latency","Ribombee_Liking_response","Ribombee_Liking_latency","Ribombee_familiar_response","Ribombee_familiar_latency","Rowlet_Liking_response","Rowlet_Liking_latency","Rowlet_familiar_response","Rowlet_familiar_latency","Scatterbug_Liking_response","Scatterbug_Liking_latency","Scatterbug_familiar_response","Scatterbug_familiar_latency","Scraggy_Liking_response","Scraggy_Liking_latency","Scraggy_familiar_response","Scraggy_familiar_latency","Shellos_Liking_response","Shellos_Liking_latency","Shellos_familiar_response","Shellos_familiar_latency","Shelmet_Liking_response","Shelmet_Liking_latency","Shelmet_familiar_response","Shelmet_familiar_latency","Sliggoojpg_Liking_response","Sliggoojpg_Liking_latency","Sliggoojpg_familiar_response","Sliggoojpg_familiar_latency","Snivy_Liking_response","Snivy_Liking_latency","Snivy_familiar_response","Snivy_familiar_latency","Spritzee_Liking_response","Spritzee_Liking_latency","Spritzee_familiar_response","Spritzee_familiar_latency","Stunfisk_Liking_response","Stunfisk_Liking_latency","Stunfisk_familiar_response","Stunfisk_familiar_latency","Swadloon_Liking_response","Swadloon_Liking_latency","Swadloon_familiar_response","Swadloon_familiar_latency","Togedemaru_Liking_response","Togedemaru_Liking_latency","Togedemaru_familiar_response","Togedemaru_familiar_latency","Tympole_Liking_response","Tympole_Liking_latency","Tympole_familiar_response","Tympole_familiar_latency","Uxie_Liking_response","Uxie_Liking_latency","Uxie_familiar_response","Uxie_familiar_latency","Venipede_Liking_response","Venipede_Liking_latency","Venipede_familiar_response","Venipede_familiar_latency","Victini_Liking_response","Victini_Liking_latency","Victini_familiar_response","Victini_familiar_latency","Virizion_Liking_response","Virizion_Liking_latency","Virizion_familiar_response","Virizion_familiar_latency","Wimpod_Liking_response","Wimpod_Liking_latency","Wimpod_familiar_response","Wimpod_familiar_latency","Yamask_Liking_response","Yamask_Liking_latency","Yamask_familiar_response","Yamask_familiar_latency","Zorua_Liking_response","Zorua_Liking_latency","Zorua_familiar_response","Zorua_familiar_latency",""
"120718","13:12:48","121","121","4.0.10.0","2     ","3380","0     ","3380","1     ","7658","0     ","7658","-2     ","3655","0     ","3655","1     ","5992","0     ","5992","0     ","3690","0     ","3690","2     ","3342","0     ","3342","-4     ","3164","0     ","3164","2     ","2903","0     ","2903","2     ","11564","0     ","11564","0     ","5951","0     ","5951","2     ","3610","0     ","3610","1     ","4127","0     ","4127","2     ","5039","1     ","5039","-2     ","5253","0     ","5253","1     ","3386","0     ","3386","2     ","3028","0     ","3028","0     ","6248","0     ","6248","1     ","2629","0     ","2629","2     ","4452","0     ","4452","1     ","3813","0     ","3813","1     ","5696","1     ","5696","2     ","5109","0     ","5109","-1     ","3628","0     ","3628","1     ","2862","0     ","2862","1     ","3759","0     ","3759","2     ","3698","0     ","3698","1     ","9321","0     ","9321","1     ","7403","0     ","7403","1     ","3270","0     ","3270","4     ","5041","0     ","5041","-4     ","6507","0     ","6507","3     ","4082","0     ","4082","3     ","5953","0     ","5953","2     ","3101","0     ","3101","4     ","3721","0     ","3721","1     ","5473","0     ","5473","1     ","5186","0     ","5186","3     ","3161","0     ","3161","-1     ","4099","0     ","4099","0     ","4800","0     ","4800","3     ","3485","0     ","3485","3     ","3602","0     ","3602","-1     ","3950","0     ","3950","1     ","3821","0     ","3821","2     ","3881","0     ","3881","2     ","5008","0     ","5008","-2     ","5362","0     ","5362","2     ","3217","0     ","3217","1     ","3622","0     ","3622","3     ","3106","0     ","3106","1     ","3745","0     ","3745","4     ","6587","0     ","6587","2     ","4315","0     ","4315","-1     ","4595","0     ","4595","-1     ","4292","0     ","4292","3     ","4754","1     ","4754","2     ","2740","0     ","2740","-1     ","3043","0     ","3043","-2     ","5599","0     ","5599","-1     ","5597","0     ","5597",""
"120718","13:12:23","122","122","4.0.10.0","2     ","4191","2     ","4191","2     ","4124","5     ","4124","-2     ","3827","1     ","3827","1     ","5889","3     ","5889","0     ","8638","3     ","8638","4     ","6901","8     ","6901","1     ","2914","3     ","2914","0     ","2967","2     ","2967","1     ","4379","4     ","4379","2     ","2938","3     ","2938","1     ","6398","1     ","6398","4     ","3538","5     ","3538","4     ","4306","5     ","4306","-2     ","5841","2     ","5841","3     ","2944","7     ","2944","1     ","4347","2     ","4347","2     ","6730","4     ","6730","-1     ","7087","3     ","7087","1     ","4744","8     ","4744","1     ","6810","7     ","6810","1     ","4145","2     ","4145","3     ","3781","3     ","3781","-1     ","3772","3     ","3772","1     ","22583","5     ","22583","1     ","5781","5     ","5781","3     ","2975","2     ","2975","1     ","4865","6     ","4865","2     ","7195","7     ","7195","0     ","3183","1     ","3183","2     ","6512","3     ","6512","-1     ","4283","2     ","4283","4     ","3777","2     ","3777","2     ","4054","2     ","4054","-1     ","9309","4     ","9309","3     ","6168","2     ","6168","2     ","3594","7     ","3594","-2     ","14333","2     ","14333","1     ","3786","5     ","3786","-2     ","4874","3     ","4874","-2     ","2677","1     ","2677","3     ","4330","4     ","4330","3     ","4825","8     ","4825","2     ","5021","6     ","5021","1     ","6349","5     ","6349","3     ","3246","6     ","3246","-2     ","4162","1     ","4162","2     ","3620","3     ","3620","1     ","4765","7     ","4765","3     ","7918","3     ","7918","1     ","4767","2     ","4767","-2     ","4616","2     ","4616","2     ","5368","2     ","5368","-1     ","5725","2     ","5725","0     ","5200","6     ","5200","0     ","4439","2     ","4439","2     ","2945","4     ","2945","1     ","3823","3     ","3823","-2     ","2961","1     ","2961","-2     ","2591","3     ","2591","1     ","5976","2     ","5976",""
"120718","13:13:37","119","119","4.0.10.0","0     ","6382","3     ","6382","4     ","3998","8     ","3998","1     ","4841","8     ","4841","-4     ","18129","1     ","18129","0     ","6445","7     ","6445","4     ","3865","8     ","3865","4     ","3500","8     ","3500","-2     ","8574","8     ","8574","2     ","4871","8     ","4871","3     ","4763","8     ","4763","4     ","3670","8     ","3670","3     ","5887","8     ","5887","1     ","5074","8     ","5074","0     ","11320","5     ","11320","4     ","4401","8     ","4401","0     ","9068","1     ","9068","1     ","7029","5     ","7029","3     ","5196","8     ","5196","4     ","4318","8     ","4318","4     ","4319","8     ","4319","0     ","6434","7     ","6434","4     ","9591","8     ","9591","3     ","8183","5     ","8183","4     ","5269","8     ","5269","0     ","6526","8     ","6526","0     ","6957","3     ","6957","0     ","10070","3     ","10070","1     ","5084","8     ","5084","0     ","13954","1     ","13954","2     ","5295","8     ","5295","4     ","4194","8     ","4194","2     ","4635","8     ","4635","0     ","9126","2     ","9126","4     ","4819","8     ","4819","3     ","3593","8     ","3593","4     ","3767","8     ","3767","4     ","3887","8     ","3887","4     ","3630","8     ","3630","3     ","3645","8     ","3645","0     ","9523","3     ","9523","2     ","4984","8     ","4984","3     ","3777","8     ","3777","0     ","5009","7     ","5009","2     ","4859","8     ","4859","3     ","4295","8     ","4295","3     ","6370","8     ","6370","4     ","3614","8     ","3614","4     ","3220","8     ","3220","3     ","6688","8     ","6688","-3     ","8240","8     ","8240","-1     ","6435","8     ","6435","0     ","6344","3     ","6344","-1     ","6693","8     ","6693","3     ","5935","8     ","5935","3     ","4734","8     ","4734","-1     ","5594","8     ","5594","4     ","4006","8     ","4006","0     ","7872","5     ","7872","4     ","3878","8     ","3878","4     ","3476","8     ","3476",""
"120718","13:14:13","125","125","4.0.10.0","1     ","11157","1     ","11157","-2     ","4870","4     ","4870","-4     ","5454","1     ","5454","-2     ","6249","4     ","6249","-2     ","5461","1     ","5461","1     ","3899","4     ","3899","0     ","3751","3     ","3751","0     ","4185","1     ","4185","-3     ","4294","1     ","4294","-2     ","22832","1     ","22832","-4     ","3625","1     ","3625","1     ","6097","3     ","6097","0     ","7117","2     ","7117","-4     ","3747","0     ","3747","3     ","4521","5     ","4521","2     ","4002","3     ","4002","-1     ","4692","5     ","4692","1     ","6679","5     ","6679","-3     ","5635","0     ","5635","-3     ","3960","2     ","3960","0     ","12073","5     ","12073","-3     ","4686","2     ","4686","-1     ","7502","1     ","7502","0     ","6340","3     ","6340","-4     ","4145","0     ","4145","-4     ","10740","3     ","10740","0     ","9472","1     ","9472","-4     ","4754","0     ","4754","-3     ","4306","2     ","4306","3     ","5932","3     ","5932","-3     ","5440","2     ","5440","0     ","3937","1     ","3937","-2     ","7697","0     ","7697","-1     ","6923","1     ","6923","3     ","5275","2     ","5275","0     ","4454","1     ","4454","0     ","3750","3     ","3750","2     ","4427","5     ","4427","-4     ","7168","2     ","7168","0     ","7679","2     ","7679","-4     ","6966","0     ","6966","0     ","8456","0     ","8456","-4     ","8453","0     ","8453","-4     ","3883","2     ","3883","2     ","9666","0     ","9666","-2     ","5475","0     ","5475","-2     ","12733","1     ","12733","-2     ","7002","0     ","7002","-4     ","4431","0     ","4431","-4     ","4379","0     ","4379","1     ","4635","4     ","4635","3     ","3565","4     ","3565","-2     ","3729","2     ","3729","0     ","8110","2     ","8110","-4     ","5264","1     ","5264","0     ","4491","1     ","4491","2     ","5219","6     ","5219","-4     ","4862","0     ","4862","-4     ","12732","0     ","12732","3     ","6598","7     ","6598",""
"120718","13:13:25","126","126","4.0.10.0","4     ","7594","0     ","7594","2     ","6865","2     ","6865","-4     ","4313","0     ","4313","0     ","7133","0     ","7133","-2     ","6865","0     ","6865","0     ","5095","0     ","5095","-3     ","8919","1     ","8919","0     ","5509","1     ","5509","0     ","7779","1     ","7779","1     ","8954","3     ","8954","0     ","38203","0     ","38203","1     ","9313","0     ","9313","1     ","5020","0     ","5020","-4     ","7099","0     ","7099","4     ","8414","0     ","8414","-2     ","6838","4     ","6838","4     ","4096","4     ","4096","-1     ","5872","0     ","5872","2     ","5615","6     ","5615","0     ","6715","1     ","6715","-4     ","4374","0     ","4374","2     ","8472","0     ","8472","4     ","5380","3     ","5380","-4     ","5212","0     ","5212","-3     ","5647","0     ","5647","4     ","5789","3     ","5789","0     ","5209","0     ","5209","2     ","5989","0     ","5989","-3     ","7885","1     ","7885","4     ","4229","6     ","4229","-3     ","7714","0     ","7714","4     ","6321","5     ","6321","-1     ","6731","0     ","6731","1     ","13848","0     ","13848","4     ","3837","6     ","3837","2     ","7411","0     ","7411","0     ","6473","0     ","6473","4     ","5703","0     ","5703","-4     ","5147","0     ","5147","-3     ","4763","0     ","4763","4     ","5293","1     ","5293","4     ","5352","2     ","5352","-2     ","5325","0     ","5325","-3     ","4274","0     ","4274","3     ","6807","2     ","6807","-3     ","5010","0     ","5010","-2     ","4972","0     ","4972","-1     ","6815","0     ","6815","1     ","9175","0     ","9175","-1     ","4859","0     ","4859","0     ","4835","1     ","4835","4     ","5018","0     ","5018","0     ","6143","0     ","6143","-1     ","5065","4     ","5065","-4     ","4785","0     ","4785","2     ","4501","3     ","4501","0     ","7590","0     ","7590","-1     ","7121","0     ","7121","-3     ","6716","0     ","6716","-2     ","6797","0     ","6797",""
"120718","13:14:23","128","128","4.0.10.0","3     ","4555","0     ","4555","0     ","2970","0     ","2970","-1     ","18331","0     ","18331","0     ","3798","0     ","3798","1     ","12624","1     ","12624","3     ","5859","0     ","5859","4     ","4152","4     ","4152","2     ","5292","0     ","5292","2     ","3625","4     ","3625","2     ","4721","0     ","4721","0     ","5675","3     ","5675","3     ","4700","1     ","4700","2     ","4368","0     ","4368","-2     ","5312","0     ","5312","1     ","4441","0     ","4441","2     ","3461","0     ","3461","2     ","10754","0     ","10754","1     ","3809","0     ","3809","2     ","6772","3     ","6772","2     ","6304","1     ","6304","2     ","4910","0     ","4910","1     ","8141","0     ","8141","0     ","10672","4     ","10672","-3     ","6924","3     ","6924","-1     ","4528","2     ","4528","3     ","4174","0     ","4174","-1     ","6864","0     ","6864","1     ","7921","1     ","7921","-1     ","7934","0     ","7934","3     ","5629","6     ","5629","-4     ","5730","0     ","5730","4     ","6366","4     ","6366","-1     ","4329","0     ","4329","1     ","7708","1     ","7708","3     ","4600","2     ","4600","2     ","7358","3     ","7358","3     ","7739","2     ","7739","1     ","4269","0     ","4269","-1     ","4566","1     ","4566","-2     ","17134","0     ","17134","2     ","6308","0     ","6308","4     ","13783","7     ","13783","-2     ","3138","0     ","3138","-2     ","9817","1     ","9817","1     ","3081","2     ","3081","2     ","4830","0     ","4830","-3     ","9691","0     ","9691","1     ","4824","2     ","4824","0     ","4281","0     ","4281","1     ","13768","0     ","13768","-1     ","34988","0     ","34988","4     ","4529","0     ","4529","2     ","4928","1     ","4928","1     ","3941","1     ","3941","-1     ","7552","3     ","7552","3     ","6360","0     ","6360","2     ","5749","0     ","5749","-2     ","4268","2     ","4268","-3     ","5236","6     ","5236","0     ","3885","0     ","3885",""
"120718","13:16:38","141","141","4.0.10.0","3     ","3863","2     ","3863","2     ","4428","2     ","4428","4     ","6894","1     ","6894","3     ","4870","1     ","4870","2     ","3676","4     ","3676","4     ","3650","8     ","3650","3     ","5263","4     ","5263","-2     ","6670","2     ","6670","4     ","3567","8     ","3567","3     ","4196","6     ","4196","4     ","6515","2     ","6515","1     ","4555","5     ","4555","4     ","4688","0     ","4688","-3     ","4255","3     ","4255","2     ","5051","0     ","5051","0     ","4847","0     ","4847","2     ","5038","4     ","5038","-3     ","6902","0     ","6902","4     ","4440","8     ","4440","3     ","4160","3     ","4160","3     ","6079","3     ","6079","-1     ","6483","2     ","6483","-3     ","6883","2     ","6883","0     ","5140","2     ","5140","-2     ","4249","5     ","4249","3     ","3959","8     ","3959","4     ","3989","0     ","3989","-4     ","4833","1     ","4833","-2     ","4750","5     ","4750","4     ","4757","3     ","4757","4     ","4819","2     ","4819","2     ","5935","2     ","5935","1     ","4331","6     ","4331","2     ","7059","2     ","7059","2     ","3667","8     ","3667","1     ","6466","3     ","6466","1     ","5437","4     ","5437","1     ","4391","3     ","4391","3     ","7695","2     ","7695","1     ","4989","1     ","4989","2     ","6024","1     ","6024","4     ","3805","8     ","3805","0     ","13181","2     ","13181","3     ","6171","5     ","6171","1     ","4301","2     ","4301","2     ","4122","3     ","4122","-4     ","4797","0     ","4797","3     ","5095","6     ","5095","1     ","5063","0     ","5063","-2     ","5790","0     ","5790","3     ","4646","3     ","4646","4     ","4738","8     ","4738","2     ","5307","2     ","5307","2     ","5197","2     ","5197","-1     ","5782","8     ","5782","2     ","4150","1     ","4150","4     ","6358","0     ","6358","2     ","4060","2     ","4060","-2     ","5711","4     ","5711","1     ","3626","6     ","3626",""
"120718","13:17:01","132","132","4.0.10.0","0     ","3324","0     ","3324","0     ","4783","0     ","4783","-4     ","5056","0     ","5056","2     ","3917","0     ","3917","3     ","4399","2     ","4399","1     ","4224","0     ","4224","3     ","5388","0     ","5388","0     ","4467","0     ","4467","-1     ","8181","0     ","8181","2     ","5494","0     ","5494","1     ","4142","0     ","4142","1     ","5104","0     ","5104","0     ","3654","0     ","3654","0     ","9262","0     ","9262","0     ","6149","0     ","6149","0     ","3797","0     ","3797","0     ","3739","0     ","3739","1     ","5397","2     ","5397","2     ","4162","0     ","4162","3     ","3383","0     ","3383","3     ","5555","0     ","5555","0     ","4509","0     ","4509","2     ","4253","0     ","4253","1     ","3249","0     ","3249","-2     ","6004","0     ","6004","1     ","3852","0     ","3852","1     ","4041","0     ","4041","2     ","6676","1     ","6676","0     ","5858","0     ","5858","3     ","7985","0     ","7985","0     ","4693","0     ","4693","0     ","3990","0     ","3990","2     ","3707","0     ","3707","1     ","6026","0     ","6026","2     ","4610","0     ","4610","0     ","5368","0     ","5368","2     ","4037","0     ","4037","1     ","4427","0     ","4427","0     ","4649","0     ","4649","2     ","4732","0     ","4732","0     ","3523","0     ","3523","1     ","4275","0     ","4275","0     ","4973","0     ","4973","0     ","3736","0     ","3736","0     ","3397","0     ","3397","0     ","4759","0     ","4759","0     ","8517","0     ","8517","0     ","7184","0     ","7184","0     ","8529","0     ","8529","0     ","4658","0     ","4658","0     ","4712","0     ","4712","1     ","3672","0     ","3672","-1     ","3652","0     ","3652","2     ","5828","1     ","5828","3     ","4784","0     ","4784","4     ","6109","0     ","6109","2     ","4253","0     ","4253","0     ","4191","0     ","4191","-3     ","5340","0     ","5340","1     ","4029","0     ","4029",""
"120718","13:17:46","142","142","4.0.10.0","3     ","3393","0     ","3393","1     ","4890","0     ","4890","-1     ","6340","1     ","6340","1     ","3936","0     ","3936","0     ","3635","0     ","3635","3     ","4429","0     ","4429","0     ","6723","0     ","6723","1     ","15895","1     ","15895","0     ","4241","0     ","4241","2     ","6045","0     ","6045","2     ","4262","0     ","4262","1     ","4529","0     ","4529","-1     ","4904","0     ","4904","-2     ","5185","5     ","5185","-1     ","3319","0     ","3319","2     ","4314","0     ","4314","3     ","4213","0     ","4213","-1     ","4039","0     ","4039","3     ","5125","0     ","5125","0     ","4411","2     ","4411","-1     ","5116","0     ","5116","1     ","4052","0     ","4052","0     ","4648","1     ","4648","0     ","3806","3     ","3806","1     ","3258","0     ","3258","0     ","5451","0     ","5451","2     ","3494","0     ","3494","2     ","6079","4     ","6079","-2     ","9791","0     ","9791","2     ","6125","2     ","6125","0     ","4200","1     ","4200","3     ","4691","1     ","4691","3     ","7720","1     ","7720","1     ","4284","0     ","4284","2     ","3734","0     ","3734","1     ","4194","0     ","4194","0     ","3436","0     ","3436","0     ","2860","0     ","2860","0     ","3332","0     ","3332","-1     ","4257","0     ","4257","1     ","5670","0     ","5670","1     ","3674","0     ","3674","0     ","3952","0     ","3952","0     ","3700","0     ","3700","0     ","3581","0     ","3581","1     ","6208","0     ","6208","1     ","4039","0     ","4039","1     ","3526","0     ","3526","2     ","3498","0     ","3498","0     ","3976","0     ","3976","-1     ","4572","0     ","4572","2     ","4005","0     ","4005","1     ","3291","0     ","3291","1     ","4681","1     ","4681","-3     ","5588","0     ","5588","2     ","4585","0     ","4585","2     ","6605","0     ","6605","-1     ","4029","0     ","4029","1     ","4198","0     ","4198","2     ","5168","0     ","5168",""
"120718","13:17:41","144","144","4.0.10.0","1     ","4700","0     ","4700","-2     ","3411","0     ","3411","-4     ","3504","0     ","3504","-4     ","3679","0     ","3679","-3     ","3364","0     ","3364","4     ","4611","0     ","4611","-4     ","4966","0     ","4966","2     ","4432","0     ","4432","-4     ","3148","0     ","3148","-3     ","2847","0     ","2847","-3     ","6463","0     ","6463","-2     ","7700","0     ","7700","2     ","4370","0     ","4370","-3     ","8917","0     ","8917","4     ","3637","0     ","3637","1     ","4563","0     ","4563","3     ","6410","0     ","6410","-2     ","7916","0     ","7916","-2     ","4326","0     ","4326","-1     ","5369","0     ","5369","-3     ","4444","0     ","4444","0     ","6329","0     ","6329","0     ","6245","0     ","6245","-3     ","7934","0     ","7934","-1     ","5231","0     ","5231","2     ","4733","0     ","4733","-2     ","5604","0     ","5604","-3     ","3399","0     ","3399","-4     ","3528","0     ","3528","4     ","4160","0     ","4160","-4     ","3683","0     ","3683","3     ","4597","0     ","4597","4     ","3939","0     ","3939","1     ","2999","0     ","2999","4     ","4568","0     ","4568","1     ","14911","0     ","14911","-4     ","5233","0     ","5233","4     ","5146","0     ","5146","-4     ","3165","0     ","3165","-1     ","3984","0     ","3984","4     ","9333","0     ","9333","3     ","4579","0     ","4579","-3     ","4696","0     ","4696","-4     ","3362","0     ","3362","1     ","3025","0     ","3025","-1     ","9983","0     ","9983","1     ","7147","0     ","7147","2     ","4280","0     ","4280","2     ","4382","0     ","4382","0     ","7219","0     ","7219","2     ","7424","0     ","7424","2     ","5233","0     ","5233","0     ","8597","0     ","8597","2     ","9566","0     ","9566","-4     ","3094","0     ","3094","4     ","5319","0     ","5319","2     ","3449","0     ","3449","-4     ","4435","0     ","4435","-2     ","5564","0     ","5564","-2     ","5084","0     ","5084",""
"120718","13:18:53","146","146","4.0.10.0","4     ","2864","0     ","2864","2     ","3832","0     ","3832","-2     ","5761","0     ","5761","4     ","4033","0     ","4033","-2     ","3307","0     ","3307","3     ","3688","0     ","3688","2     ","3810","0     ","3810","3     ","3868","1     ","3868","2     ","6159","0     ","6159","2     ","4555","0     ","4555","-3     ","3909","0     ","3909","2     ","4167","0     ","4167","1     ","6013","0     ","6013","-3     ","3402","0     ","3402","3     ","5118","0     ","5118","4     ","3339","0     ","3339","3     ","10473","0     ","10473","-2     ","3616","0     ","3616","-3     ","4034","0     ","4034","2     ","5244","0     ","5244","2     ","3622","0     ","3622","-1     ","5415","0     ","5415","2     ","4793","0     ","4793","-2     ","4308","0     ","4308","-2     ","3785","0     ","3785","4     ","4658","0     ","4658","-2     ","3590","0     ","3590","-1     ","5678","0     ","5678","-3     ","4913","0     ","4913","3     ","4597","0     ","4597","0     ","4884","0     ","4884","4     ","3166","0     ","3166","4     ","4014","0     ","4014","-3     ","4551","0     ","4551","4     ","4423","0     ","4423","-2     ","5125","0     ","5125","3     ","3902","0     ","3902","3     ","3346","0     ","3346","-3     ","2722","0     ","2722","-3     ","4057","0     ","4057","2     ","3278","0     ","3278","3     ","6898","7     ","6898","2     ","4374","0     ","4374","0     ","5946","0     ","5946","2     ","6500","4     ","6500","-2     ","4086","0     ","4086","3     ","4730","0     ","4730","-1     ","5639","0     ","5639","3     ","6759","2     ","6759","-1     ","6358","1     ","6358","3     ","6102","0     ","6102","4     ","4302","0     ","4302","1     ","6529","0     ","6529","1     ","6171","0     ","6171","-2     ","10763","0     ","10763","2     ","4363","0     ","4363","2     ","9676","0     ","9676","0     ","4309","0     ","4309","1     ","5887","0     ","5887","-1     ","3214","0     ","3214",""
"120718","13:16:58","143","143","4.0.10.0","0     ","8471","2     ","8471","2     ","4867","8     ","4867","0     ","6305","5     ","6305","0     ","4147","4     ","4147","0     ","4050","4     ","4050","2     ","4510","8     ","4510","3     ","10513","7     ","10513","1     ","5025","5     ","5025","1     ","7969","4     ","7969","0     ","8264","4     ","8264","0     ","5960","6     ","5960","1     ","5431","5     ","5431","0     ","5835","5     ","5835","-1     ","5063","5     ","5063","0     ","6689","7     ","6689","-1     ","5386","3     ","5386","-1     ","5347","5     ","5347","-1     ","5909","4     ","5909","-1     ","5125","6     ","5125","-2     ","5324","5     ","5324","0     ","5036","2     ","5036","1     ","5787","7     ","5787","0     ","4807","6     ","4807","0     ","5545","6     ","5545","0     ","5432","6     ","5432","1     ","4399","6     ","4399","1     ","5245","4     ","5245","1     ","6869","5     ","6869","-3     ","6832","3     ","6832","3     ","5812","7     ","5812","1     ","5447","1     ","5447","2     ","6382","6     ","6382","0     ","8967","5     ","8967","0     ","5787","3     ","5787","2     ","5014","7     ","5014","4     ","5604","8     ","5604","-2     ","4992","4     ","4992","0     ","5476","4     ","5476","-1     ","5115","8     ","5115","0     ","5806","5     ","5806","1     ","4342","6     ","4342","4     ","5428","8     ","5428","0     ","5811","3     ","5811","2     ","5875","8     ","5875","1     ","6458","4     ","6458","0     ","4638","5     ","4638","-1     ","6039","5     ","6039","0     ","6974","8     ","6974","0     ","4068","4     ","4068","-2     ","4429","5     ","4429","0     ","5683","4     ","5683","3     ","4447","8     ","4447","0     ","5879","5     ","5879","1     ","15446","3     ","15446","-2     ","13239","5     ","13239","1     ","4916","4     ","4916","1     ","4503","4     ","4503","1     ","7661","6     ","7661","-2     ","6544","6     ","6544","1     ","6359","6     ","6359",""
